               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,           0.0035916,           0.0026487,           0.0059119,             0.78367,             0.80376,             0.84471,             0.84447,          0.00096986,           0.0035485,           0.0051402,            0.001387,            0.001387,            0.001387
                  89,           0.0029299,           0.0026358,           0.0059093,             0.77235,             0.82901,             0.84631,             0.84607,           0.0010141,           0.0028121,           0.0050038,            0.001288,            0.001288,            0.001288
                  90,           0.0029345,           0.0026217,           0.0054802,             0.74128,             0.85245,             0.83377,             0.83366,          0.00094892,           0.0029222,           0.0056382,            0.001189,            0.001189,            0.001189
                  91,              0.0031,           0.0026246,           0.0055226,             0.74119,             0.85752,             0.83921,             0.83897,          0.00091154,            0.004245,            0.005154,             0.00109,             0.00109,             0.00109
                  92,           0.0029913,           0.0025278,           0.0053998,             0.70049,             0.86936,             0.82364,              0.8234,          0.00087106,           0.0029695,           0.0062029,            0.000991,            0.000991,            0.000991
                  93,           0.0027901,           0.0024772,           0.0061035,             0.75662,             0.82742,             0.82954,              0.8293,          0.00089802,           0.0037063,           0.0054046,            0.000892,            0.000892,            0.000892
                  94,           0.0029193,            0.002469,           0.0050009,             0.73121,             0.84642,             0.83079,             0.83067,           0.0008666,           0.0030144,           0.0053935,            0.000793,            0.000793,            0.000793
                  95,            0.003077,           0.0025705,           0.0058378,             0.76254,             0.80515,             0.82715,             0.82691,          0.00088212,            0.002975,            0.005915,            0.000694,            0.000694,            0.000694
                  96,           0.0024705,           0.0023955,           0.0054506,             0.74421,             0.82696,             0.83304,              0.8328,          0.00084413,           0.0034048,           0.0056398,            0.000595,            0.000595,            0.000595
                  97,           0.0026249,           0.0023824,           0.0052807,             0.72483,             0.84185,             0.83009,             0.82985,          0.00087359,           0.0027707,           0.0056589,            0.000496,            0.000496,            0.000496
                  98,            0.002465,           0.0024086,           0.0054602,             0.70939,             0.86302,             0.82795,             0.82771,          0.00085523,           0.0028423,           0.0057884,            0.000397,            0.000397,            0.000397
                  99,           0.0026195,           0.0023965,           0.0050724,             0.74824,             0.81075,             0.82952,             0.82929,           0.0008572,           0.0032569,           0.0057338,            0.000298,            0.000298,            0.000298
